ปีที่เกิดเหตุ,วันที่เกิดเหตุ,agency,province,presumed_cause,weather,latitude,longitude,deaths,serious_injuries,minor_injuries,total_injuries,hour,year,month,day,dayofweek,is_weekend,time_period,severity_level,is_new_year,is_songkran,is_dangerouse_7days,day_type,tambon
2026,2026-02-28,กรมทางหลวง,เชียงใหม่,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,18.74373399,98.94107133,0,0,0,0,5,2026,2,28,5,1,เช้ามืด (04:00 - 07:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),0,0,0,weekend,สุเทพ
2026,2026-02-28,กรมทางหลวง,ปราจีนบุรี,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,14.31081068,101.8553489,0,1,0,1,6,2026,2,28,5,1,เช้ามืด (04:00 - 07:59),รุนแรงปานกลาง (บาดเจ็บสาหัส),0,0,0,weekend,บุพราหมณ์
2026,2026-02-28,กรมทางหลวง,สระบุรี,ยางเสื่อมสภาพ/ยางแตก,แจ่มใส,14.74460275,100.7570968,1,0,1,1,7,2026,2,28,5,1,เช้ามืด (04:00 - 07:59),รุนแรงมาก (เสียชีวิต),0,0,0,weekend,นายาว
2026,2026-02-28,กรมทางหลวง,ร้อยเอ็ด,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,15.84936363,103.5685967,0,0,2,2,7,2026,2,28,5,1,เช้ามืด (04:00 - 07:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),0,0,0,weekend,หัวช้าง
2026,2026-02-28,กรมทางหลวง,ฉะเชิงเทรา,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,13.56243518,100.9492922,0,0,0,0,7,2026,2,28,5,1,เช้ามืด (04:00 - 07:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),0,0,0,weekend,บางสมัคร
2026,2026-02-28,กรมทางหลวง,ชลบุรี,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,13.41232335,101.047174,0,0,0,0,8,2026,2,28,5,1,เช้า (08:00 - 11:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),0,0,0,weekend,ดอนหัวฬอ
2026,2026-02-28,กรมทางหลวง,กรุงเทพมหานคร,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,13.7279781,100.7469852,0,0,0,0,8,2026,2,28,5,1,เช้า (08:00 - 11:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),0,0,0,weekend,คลองสามประเวศ
2026,2026-02-28,กรมทางหลวง,สมุทรปราการ,ถนนลื่น,ฝนตก,13.57567674,100.8951232,0,0,2,2,9,2026,2,28,5,1,เช้า (08:00 - 11:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),0,0,0,weekend,บางพลีน้อย
2026,2026-02-28,กรมทางหลวง,สกลนคร,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,17.46885047,103.4914962,1,0,0,0,10,2026,2,28,5,1,เช้า (08:00 - 11:59),รุนแรงมาก (เสียชีวิต),0,0,0,weekend,สว่างแดนดิน
2026,2026-02-28,กรมทางหลวง,เชียงราย,คน/รถ/สัตว์ตัดหน้ากระชั้นชิด,แจ่มใส,19.67850754,99.90831211,0,0,1,1,10,2026,2,28,5,1,เช้า (08:00 - 11:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),0,0,0,weekend,ดอยลาน
2026,2026-02-28,กรมทางหลวง,ปทุมธานี,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,13.91758652,100.7035616,0,0,0,0,10,2026,2,28,5,1,เช้า (08:00 - 11:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),0,0,0,weekend,ลาดสวาย
2026,2026-02-28,กรมทางหลวง,กรุงเทพมหานคร,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,13.73212616,100.7082501,0,0,0,0,11,2026,2,28,5,1,เช้า (08:00 - 11:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),0,0,0,weekend,สะพานสูง
2026,2026-02-28,กรมทางหลวง,ปทุมธานี,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,13.98460409,100.6181414,0,0,0,0,11,2026,2,28,5,1,เช้า (08:00 - 11:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),0,0,0,weekend,ประชาธิปัตย์
2026,2026-02-28,กรมทางหลวง,ปทุมธานี,ไม่คุ้นเคยเส้นทาง/ขับรถไม่ชำนาญ,แจ่มใส,14.04018579,100.4780444,0,0,0,0,11,2026,2,28,5,1,เช้า (08:00 - 11:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),0,0,0,weekend,คูบางหลวง
2026,2026-02-28,กรมทางหลวง,กรุงเทพมหานคร,คน/รถ/สัตว์ตัดหน้ากระชั้นชิด,แจ่มใส,13.70665431,100.8219033,0,0,0,0,12,2026,2,28,5,1,บ่าย (12:00 - 15:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),0,0,0,weekend,ศีรษะจรเข้น้อย
2026,2026-02-28,กรมทางหลวง,นครปฐม,ยางเสื่อมสภาพ/ยางแตก,แจ่มใส,13.8499464,100.1853119,0,0,0,0,12,2026,2,28,5,1,บ่าย (12:00 - 15:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),0,0,0,weekend,ศรีมหาโพธิ์
2026,2026-02-28,กรมทางหลวง,สระแก้ว,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,13.77819242,102.1950932,0,0,2,2,12,2026,2,28,5,1,บ่าย (12:00 - 15:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),0,0,0,weekend,ห้วยโจด
2026,2026-02-28,กรมทางหลวง,สมุทรปราการ,ยางเสื่อมสภาพ/ยางแตก,แจ่มใส,13.62845879,100.9082383,0,0,0,0,12,2026,2,28,5,1,บ่าย (12:00 - 15:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),0,0,0,weekend,บางพลีน้อย
2026,2026-02-28,กรมทางหลวง,กรุงเทพมหานคร,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,13.78281539,100.4137516,0,0,2,2,13,2026,2,28,5,1,บ่าย (12:00 - 15:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),0,0,0,weekend,ฉิมพลี
2026,2026-02-28,กรมทางหลวง,นครพนม,หลับใน,แจ่มใส,17.32682741,104.7870115,0,0,1,1,13,2026,2,28,5,1,บ่าย (12:00 - 15:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),0,0,0,weekend,ท่าค้อ
2026,2026-02-28,กรมทางหลวง,สระแก้ว,สูญเสียการควบคุม,แจ่มใส,13.43089984,102.200264,0,0,1,1,13,2026,2,28,5,1,บ่าย (12:00 - 15:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),0,0,0,weekend,วังใหม่
2026,2026-02-28,กรมทางหลวง,แพร่,หลับใน,แจ่มใส,18.08166877,100.1244675,0,0,1,1,14,2026,2,28,5,1,บ่าย (12:00 - 15:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),0,0,0,weekend,สบสาย
2026,2026-02-28,กรมทางหลวง,แพร่,ฝ่าฝืนสัญญาณไฟ/เครื่องหมายจราจร,แจ่มใส,17.96915931,100.0656371,0,0,1,1,14,2026,2,28,5,1,บ่าย (12:00 - 15:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),0,0,0,weekend,แม่จั๊วะ
2026,2026-02-28,กรมทางหลวง,อุดรธานี,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,17.31646653,102.6432954,0,0,1,1,14,2026,2,28,5,1,บ่าย (12:00 - 15:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),0,0,0,weekend,โคกสะอาด
2026,2026-02-28,กรมทางหลวง,นครปฐม,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,14.01083296,100.0070107,0,0,1,1,15,2026,2,28,5,1,บ่าย (12:00 - 15:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),0,0,0,weekend,กำแพงแสน
2026,2026-02-28,กรมทางหลวง,สมุทรปราการ,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,13.66483754,100.851645,0,0,0,0,15,2026,2,28,5,1,บ่าย (12:00 - 15:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),0,0,0,weekend,บางเสาธง
2026,2026-02-28,กรมทางหลวง,สุพรรณบุรี,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,14.79123671,100.1640807,0,0,1,1,15,2026,2,28,5,1,บ่าย (12:00 - 15:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),0,0,0,weekend,วังลึก
2026,2026-02-28,กรมทางหลวง,ฉะเชิงเทรา,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,13.58477838,100.9518859,0,0,0,0,16,2026,2,28,5,1,เย็น (16:00 - 19:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),0,0,0,weekend,บางวัว
2026,2026-02-28,กรมทางหลวงชนบท,แม่ฮ่องสอน,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,19.38744,97.949763,0,0,2,2,16,2026,2,28,5,1,เย็น (16:00 - 19:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),0,0,0,weekend,ปางหมู
2026,2026-02-28,กรมทางหลวง,สุราษฎร์ธานี,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,9.104965532,99.34251086,0,0,0,0,17,2026,2,28,5,1,เย็น (16:00 - 19:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),0,0,0,weekend,มะขามเตี้ย
2026,2026-02-28,กรมทางหลวง,สุพรรณบุรี,คน/รถ/สัตว์ตัดหน้ากระชั้นชิด,แจ่มใส,14.49914436,100.1317294,0,0,2,2,17,2026,2,28,5,1,เย็น (16:00 - 19:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),0,0,0,weekend,สนามชัย
2026,2026-02-28,กรมทางหลวง,สุพรรณบุรี,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,14.47242444,100.1311702,0,0,1,1,17,2026,2,28,5,1,เย็น (16:00 - 19:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),0,0,0,weekend,ท่าระหัด
2026,2026-02-28,กรมทางหลวง,ฉะเชิงเทรา,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,13.58905395,100.9670684,0,0,1,1,17,2026,2,28,5,1,เย็น (16:00 - 19:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),0,0,0,weekend,บางวัว
2026,2026-02-28,กรมทางหลวง,สมุทรปราการ,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,13.65600597,100.8653994,0,0,0,0,17,2026,2,28,5,1,เย็น (16:00 - 19:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),0,0,0,weekend,บางบ่อ
2026,2026-02-28,กรมทางหลวง,ยโสธร,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,15.59170047,104.3907654,0,0,2,2,17,2026,2,28,5,1,เย็น (16:00 - 19:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),0,0,0,weekend,ดงแคนใหญ่
2026,2026-02-28,กรมทางหลวง,อุดรธานี,คน/รถ/สัตว์ตัดหน้ากระชั้นชิด,แจ่มใส,17.37044727,102.8570275,2,4,0,4,18,2026,2,28,5,1,เย็น (16:00 - 19:59),รุนแรงมาก (เสียชีวิต),0,0,0,weekend,หนองนาคำ
2026,2026-02-28,กรมทางหลวง,กรุงเทพมหานคร,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,13.78834829,100.4703824,0,0,1,1,18,2026,2,28,5,1,เย็น (16:00 - 19:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),0,0,0,weekend,บางพลัด
2026,2026-02-28,กรมทางหลวง,สมุทรปราการ,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,13.66583835,100.8500746,0,0,0,0,19,2026,2,28,5,1,เย็น (16:00 - 19:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),0,0,0,weekend,บางเสาธง
2026,2026-02-28,กรมทางหลวง,นครปฐม,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,13.98287891,99.99503151,0,0,0,0,19,2026,2,28,5,1,เย็น (16:00 - 19:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),0,0,0,weekend,ทุ่งกระพังโหม
2026,2026-02-28,กรมทางหลวง,เพชรบูรณ์,หลับใน,แจ่มใส,15.46691234,101.1262496,0,0,0,0,20,2026,2,28,5,1,กลางคืน (20:00 - 23:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),0,0,0,weekend,ศรีเทพ
2026,2026-02-28,กรมทางหลวง,ศรีสะเกษ,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,15.1671854,104.1571914,0,0,0,0,20,2026,2,28,5,1,กลางคืน (20:00 - 23:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),0,0,0,weekend,สำโรง
2026,2026-02-28,กรมทางหลวง,สุพรรณบุรี,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,14.73370125,100.1038706,0,0,2,2,20,2026,2,28,5,1,กลางคืน (20:00 - 23:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),0,0,0,weekend,สามชุก
2026,2026-02-28,กรมทางหลวง,สมุทรปราการ,หลับใน,แจ่มใส,13.68626806,100.8320193,0,0,0,0,21,2026,2,28,5,1,กลางคืน (20:00 - 23:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),0,0,0,weekend,บางเสาธง
2026,2026-02-28,กรมทางหลวง,สกลนคร,ยางเสื่อมสภาพ/ยางแตก,แจ่มใส,17.77217803,103.9556451,0,1,0,1,21,2026,2,28,5,1,กลางคืน (20:00 - 23:59),รุนแรงปานกลาง (บาดเจ็บสาหัส),0,0,0,weekend,ท่าก้อน
2026,2026-02-28,กรมทางหลวง,สงขลา,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,7.242123887,100.5451785,0,0,1,1,21,2026,2,28,5,1,กลางคืน (20:00 - 23:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),0,0,0,weekend,ชิงโค
2026,2026-02-28,กรมทางหลวง,หนองบัวลำภู,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,17.24745152,102.3816213,0,0,1,1,22,2026,2,28,5,1,กลางคืน (20:00 - 23:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),0,0,0,weekend,หนองภัยศูนย์
2026,2026-02-28,กรมทางหลวง,พิจิตร,ขับรถย้อนศร,แจ่มใส,16.36908564,100.1321028,0,1,0,1,23,2026,2,28,5,1,กลางคืน (20:00 - 23:59),รุนแรงปานกลาง (บาดเจ็บสาหัส),0,0,0,weekend,ไผ่รอบ
2026,2026-03-01,กรมทางหลวง,ฉะเชิงเทรา,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,13.48420247,100.9373416,0,0,1,1,0,2026,3,1,6,1,ดึก (00:00 - 03:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),0,0,0,weekend,บางปะกง
2026,2026-03-01,กรมทางหลวง,สุราษฎร์ธานี,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,8.910701788,98.88653532,0,1,0,1,0,2026,3,1,6,1,ดึก (00:00 - 03:59),รุนแรงปานกลาง (บาดเจ็บสาหัส),0,0,0,weekend,เขาวง
2026,2026-03-01,กรมทางหลวง,อุดรธานี,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,17.38582046,103.2924349,0,0,1,1,0,2026,3,1,6,1,ดึก (00:00 - 03:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),0,0,0,weekend,บ้านยา
2026,2026-03-01,กรมทางหลวง,กาญจนบุรี,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,13.97893948,99.64091733,1,1,1,2,0,2026,3,1,6,1,ดึก (00:00 - 03:59),รุนแรงมาก (เสียชีวิต),0,0,0,weekend,ท่าม่วง
2026,2026-03-01,กรมทางหลวง,อำนาจเจริญ,หลับใน,แจ่มใส,15.67590245,104.772592,0,0,0,0,1,2026,3,1,6,1,ดึก (00:00 - 03:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),0,0,0,weekend,ไร่ขี
2026,2026-03-01,กรมทางหลวง,สุราษฎร์ธานี,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,9.31524626,99.68984753,0,0,0,0,1,2026,3,1,6,1,ดึก (00:00 - 03:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),0,0,0,weekend,ดอนสัก
2026,2026-03-01,กรมทางหลวง,ชลบุรี,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,13.28220601,101.245349,0,0,4,4,1,2026,3,1,6,1,ดึก (00:00 - 03:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),0,0,0,weekend,หนองอิรุณ
2026,2026-03-01,กรมทางหลวง,ร้อยเอ็ด,ฝ่าฝืนสัญญาณไฟ/เครื่องหมายจราจร,แจ่มใส,16.06571111,103.6703637,2,0,0,0,2,2026,3,1,6,1,ดึก (00:00 - 03:59),รุนแรงมาก (เสียชีวิต),0,0,0,weekend,เหนือเมือง
2026,2026-03-01,กรมทางหลวง,ระยอง,หลับใน,แจ่มใส,12.82303304,101.1329712,0,0,1,1,2,2026,3,1,6,1,ดึก (00:00 - 03:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),0,0,0,weekend,มะขามคู่
2026,2026-03-01,กรมทางหลวง,นครพนม,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,16.96234452,104.4412628,0,0,0,0,2,2026,3,1,6,1,ดึก (00:00 - 03:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),0,0,0,weekend,ก้านเหลือง
2026,2026-03-01,กรมทางหลวง,นครปฐม,ไม่คุ้นเคยเส้นทาง/ขับรถไม่ชำนาญ,แจ่มใส,13.85010135,100.1855908,0,0,1,1,3,2026,3,1,6,1,ดึก (00:00 - 03:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),0,0,0,weekend,ศรีมหาโพธิ์
2026,2026-03-01,กรมทางหลวง,ปทุมธานี,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,14.15995988,100.6533641,0,0,3,3,3,2026,3,1,6,1,ดึก (00:00 - 03:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),0,0,0,weekend,คลองสาม
2026,2026-03-01,กรมทางหลวง,กรุงเทพมหานคร,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,13.73424967,100.6872015,0,0,3,3,3,2026,3,1,6,1,ดึก (00:00 - 03:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),0,0,0,weekend,ประเวศ
2026,2026-03-01,กรมทางหลวง,สุพรรณบุรี,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,14.5169472,100.0535175,1,0,0,0,3,2026,3,1,6,1,ดึก (00:00 - 03:59),รุนแรงมาก (เสียชีวิต),0,0,0,weekend,บ้านโพธิ์
2026,2026-03-01,กรมทางหลวง,ร้อยเอ็ด,เมาสุรา,แจ่มใส,16.09439483,103.541088,0,0,0,0,3,2026,3,1,6,1,ดึก (00:00 - 03:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),0,0,0,weekend,ปอภาร
2026,2026-03-01,กรมทางหลวง,นครสวรรค์,ยางเสื่อมสภาพ/ยางแตก,แจ่มใส,15.7613063,100.1217901,0,0,0,0,3,2026,3,1,6,1,ดึก (00:00 - 03:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),0,0,0,weekend,บางม่วง
2026,2026-03-01,การทางพิเศษแห่งประเทศไทย,กรุงเทพมหานคร,ไม่ระบุ,แจ่มใส,13.80855,100.618642,0,0,3,3,4,2026,3,1,6,1,เช้ามืด (04:00 - 07:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),0,0,0,weekend,ลาดพร้าว
2026,2026-03-01,กรมทางหลวง,แพร่,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,18.45680016,100.1842336,0,0,1,1,4,2026,3,1,6,1,เช้ามืด (04:00 - 07:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),0,0,0,weekend,บ้านหนุน
2026,2026-03-01,กรมทางหลวง,ลพบุรี,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,15.21235992,101.1903477,0,0,0,0,5,2026,3,1,6,1,เช้ามืด (04:00 - 07:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),0,0,0,weekend,บัวชุม
2026,2026-03-01,กรมทางหลวง,ชลบุรี,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,13.25873084,101.2003935,0,0,3,3,5,2026,3,1,6,1,เช้ามืด (04:00 - 07:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),0,0,0,weekend,หนองอิรุณ
2026,2026-03-01,กรมทางหลวง,อุดรธานี,หลับใน,แจ่มใส,17.6761536,103.2530013,0,0,1,1,5,2026,3,1,6,1,เช้ามืด (04:00 - 07:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),0,0,0,weekend,ศรีสุทโธ
2026,2026-03-01,กรมทางหลวง,สงขลา,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,7.857213364,100.3501256,0,0,1,1,6,2026,3,1,6,1,เช้ามืด (04:00 - 07:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),0,0,0,weekend,ท่าบอน
2026,2026-03-01,กรมทางหลวง,พะเยา,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,19.31976921,99.83956091,1,0,0,0,6,2026,3,1,6,1,เช้ามืด (04:00 - 07:59),รุนแรงมาก (เสียชีวิต),0,0,0,weekend,แม่ปีม
2026,2026-03-01,กรมทางหลวง,ระยอง,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,12.76764148,101.6305845,0,0,0,0,7,2026,3,1,6,1,เช้ามืด (04:00 - 07:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),0,0,0,weekend,วังหว้า
2026,2026-03-01,กรมทางหลวง,ลพบุรี,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,15.06683353,101.1893043,0,3,0,3,7,2026,3,1,6,1,เช้ามืด (04:00 - 07:59),รุนแรงปานกลาง (บาดเจ็บสาหัส),0,0,0,weekend,ท่าหลวง
2026,2026-03-01,กรมทางหลวง,ชลบุรี,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,12.94988298,100.937402,0,0,0,0,7,2026,3,1,6,1,เช้ามืด (04:00 - 07:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),0,0,0,weekend,หนองปรือ
2026,2026-03-01,กรมทางหลวง,ชลบุรี,อุปกรณ์ยานพาหนะบกพร่อง,แจ่มใส,13.48617692,101.0466845,0,0,0,0,7,2026,3,1,6,1,เช้ามืด (04:00 - 07:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),0,0,0,weekend,บางนาง
2026,2026-03-01,กรมทางหลวง,สุราษฎร์ธานี,ฝ่าฝืนสัญญาณไฟ/เครื่องหมายจราจร,แจ่มใส,8.887251301,98.88189107,0,1,0,1,8,2026,3,1,6,1,เช้า (08:00 - 11:59),รุนแรงปานกลาง (บาดเจ็บสาหัส),0,0,0,weekend,ต้นยวน
2026,2026-03-01,กรมทางหลวง,สุพรรณบุรี,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,14.63837769,99.93049666,0,0,1,1,9,2026,3,1,6,1,เช้า (08:00 - 11:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),0,0,0,weekend,ดอนเจดีย์
2026,2026-03-01,กรมทางหลวง,กรุงเทพมหานคร,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,13.78396157,100.3980204,0,0,0,0,9,2026,3,1,6,1,เช้า (08:00 - 11:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),0,0,0,weekend,ศาลาธรรมสพน์
2026,2026-03-01,กรมทางหลวง,กาญจนบุรี,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,14.33944323,98.97189662,0,0,0,0,9,2026,3,1,6,1,เช้า (08:00 - 11:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),0,0,0,weekend,ท่าเสา
2026,2026-03-01,กรมทางหลวง,จันทบุรี,ขับรถเร็วเกินอัตรากำหนด,ฝนตก,12.76963965,101.8458058,0,0,0,0,10,2026,3,1,6,1,เช้า (08:00 - 11:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),0,0,0,weekend,นายายอาม
2026,2026-03-01,กรมทางหลวง,สุพรรณบุรี,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,14.49853152,100.1212607,0,0,1,1,10,2026,3,1,6,1,เช้า (08:00 - 11:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),0,0,0,weekend,พิหารแดง
2026,2026-03-01,กรมทางหลวง,ยโสธร,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,15.83338229,104.3916366,0,0,1,1,11,2026,3,1,6,1,เช้า (08:00 - 11:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),0,0,0,weekend,โพธิ์ไทร
2026,2026-03-01,กรมทางหลวง,เพชรบุรี,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,12.98655719,99.90102321,0,0,1,1,11,2026,3,1,6,1,เช้า (08:00 - 11:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),0,0,0,weekend,ท่ายาง
